,clust,Award?,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
2359,4,0,55417,0,37127,31,0,0,3575
2360,0,0,142244,0,12325,13,0,0,3578
2361,0,0,23139,0,8156,14,0,0,3578
2362,4,1,146232,0,83783,19,375,1,3566
2363,1,0,35323,0,1875,8,0,0,3553
2364,4,1,108081,0,217006,24,0,0,3567
2365,1,0,1021,0,100,1,0,0,3553
2366,0,1,120345,0,38323,17,650,2,3544
2367,0,1,11593,0,9055,16,0,0,3558
2368,1,0,68180,0,2044,9,0,0,3550
2369,0,0,26605,0,3704,11,0,0,3543
2370,0,0,17920,0,3250,18,0,0,3546
2371,1,0,85156,0,133,5,0,0,3550
2372,1,0,9005,0,520,1,0,0,3531
2373,0,1,55404,0,10613,15,500,1,3531
2374,1,0,42584,0,841,6,0,0,3526
2375,2,1,92843,0,27650,29,9150,26,3530
2376,0,1,51082,0,40878,13,0,0,3524
2377,1,0,18727,0,0,0,0,0,3524
2378,4,0,212029,0,43162,19,0,0,3518
2379,0,1,48806,0,12600,10,2500,8,3502
2380,1,0,15610,0,0,0,0,0,3508
2381,1,1,46876,0,9680,7,0,0,3498
2382,0,0,14075,0,4286,15,0,0,3513
2383,1,1,59895,0,10500,4,0,0,3497
2384,1,0,25936,0,0,0,0,0,3495
2385,1,0,134318,0,333,3,258,1,3488
2386,1,0,32807,0,17259,4,0,0,3482
2387,0,1,38591,0,11039,18,0,0,3488
2388,1,0,48958,0,24430,5,0,0,3483
2389,1,0,10710,0,1000,1,0,0,3460
2390,0,1,60349,0,10350,18,0,0,3468
2391,1,0,9453,0,2585,5,0,0,3463
2392,0,0,60867,0,41345,18,0,0,3454
2393,1,0,27590,0,100,1,0,0,3455
2394,0,0,100069,0,18745,13,0,0,3454
2395,0,0,27820,0,3005,11,0,0,3454
2396,1,0,20503,0,520,3,0,0,3445
2397,1,0,137371,0,4977,6,1977,4,3447
2398,0,1,12950,0,12798,18,195,1,3432
2399,0,1,25207,957,6883,13,0,0,3440
2400,1,0,17088,0,0,0,0,0,3510
2401,0,1,24100,0,26674,23,2300,7,3421
2402,0,1,101632,0,48658,14,0,0,3432
2403,0,1,233449,0,21274,18,0,0,3419
2404,1,0,45257,0,3625,7,0,0,3417
2405,1,0,626,0,626,1,0,0,3393
2406,1,0,18272,0,2920,5,0,0,3405
2407,1,0,10756,0,1375,4,0,0,3104
2408,1,0,161281,0,6321,8,175,1,3399
2409,0,0,75680,0,23159,14,0,0,3397
2410,0,0,59839,0,26962,18,0,0,3404
2411,4,1,201259,0,40755,34,0,0,3398
2412,0,1,101772,0,26480,17,1000,2,3396
2413,2,1,190674,4704,104159,33,4754,15,3396
2414,1,1,1452,0,2375,5,0,0,3396
2415,0,0,30902,0,4175,12,50,1,3384
2416,0,1,65458,1000,28356,24,1100,3,3382
2417,4,0,114067,0,42569,23,0,0,3336
2418,4,0,93371,0,55338,20,0,0,3382
2419,0,0,20207,0,3033,12,0,0,3370
2420,4,1,41040,0,66292,14,200,2,3372
2421,0,0,41062,0,8275,11,0,0,3356
2422,4,0,208825,0,42007,23,0,0,3369
2423,0,0,81087,0,18971,12,0,0,3362
2424,1,0,14336,0,0,0,0,0,3349
2425,0,1,29929,0,18032,17,150,1,3344
2426,1,0,121390,0,8500,4,0,0,3342
2427,1,1,23226,0,2236,2,0,0,3343
2428,4,1,451294,0,45907,22,500,1,3347
2429,1,0,68012,0,247,3,0,0,3342
2430,1,0,23589,0,0,0,0,0,3336
2431,1,0,35033,0,1000,1,0,0,2913
2432,1,0,19860,0,1500,5,0,0,3281
2433,0,0,49588,0,4960,14,100,1,3299
2434,0,1,111442,0,30368,19,0,0,3392
2435,0,0,87402,0,41685,21,0,0,3306
2436,3,1,21875,7558,12398,15,0,0,3299
2437,4,0,71459,0,36608,28,1020,3,3312
2438,1,1,34049,0,2030,8,0,0,3306
2439,1,1,39759,0,100,1,100,1,3278
2440,0,0,64138,0,22089,19,0,0,3257
2441,0,1,83811,0,25936,15,500,1,3281
2442,0,0,51864,0,6795,13,0,0,3279
2443,4,1,168886,0,66859,21,200,1,3285
2444,0,0,51730,0,2875,16,0,0,3264
2445,0,1,118141,0,46521,11,0,0,3259
2446,4,1,76060,0,33424,30,0,0,3263
2447,1,0,25316,0,0,0,0,0,3258
2448,2,1,16859,0,64109,45,4822,9,3266
2449,0,0,42236,0,8639,10,8389,9,3259
2450,1,0,3446,0,0,0,0,0,3245
2451,1,0,26119,0,3189,6,0,0,3257
2452,4,1,136732,0,87549,20,0,0,3252
2453,1,0,14554,0,0,0,0,0,3237
2454,0,1,165203,0,36666,20,0,0,3239
2455,0,1,76513,0,45265,16,0,0,3235
2456,4,1,137076,0,61276,24,1600,4,3225
2457,1,0,11952,0,0,0,0,0,3244
2458,1,1,44742,0,2500,1,0,0,3217
2459,0,0,94022,0,2585,14,0,0,3222
2460,1,0,29287,0,0,0,0,0,3216
2461,4,0,199273,0,58457,14,0,0,3217
2462,4,0,114868,0,45996,22,0,0,3204
2463,0,1,37335,0,19507,17,0,0,3202
2464,0,0,45522,0,10728,13,0,0,3197
2465,0,0,66524,0,34682,23,0,0,3188
2466,1,0,38411,0,500,1,500,1,3190
2467,1,1,38137,0,11050,3,50,1,3182
2468,1,0,22077,0,1385,4,0,0,3187
2469,4,1,65784,0,10953,50,0,0,3169
2470,0,0,95916,0,11845,11,0,0,3182
2471,0,0,122164,0,9944,16,0,0,3182
2472,4,1,307149,2562,58008,19,650,2,3173
2473,3,0,200089,4727,75019,21,300,2,3166
2474,4,0,161453,0,38956,44,0,0,3158
2475,0,0,135568,0,40051,21,0,0,3166
2476,0,0,98339,0,16336,13,0,0,3145
2477,0,1,26103,0,13692,18,0,0,3151
2478,1,0,11133,0,0,0,0,0,3147
2479,0,1,7011,0,19791,16,0,0,3152
2480,0,0,177232,0,14787,13,0,0,3137
2481,0,1,29298,0,24656,13,0,0,3141
2482,0,1,35304,0,30532,13,0,0,3131
2483,1,0,14952,0,250,1,250,1,3099
2484,0,0,163315,0,8035,29,0,0,3120
2485,0,0,23649,0,3250,16,0,0,3176
2486,0,1,4460,0,4741,14,1816,1,3113
2487,0,0,169794,0,22824,19,767,2,3119
2488,1,0,23781,0,50,1,50,1,3085
2489,4,1,704113,0,98119,23,0,0,3082
2490,0,1,34942,0,19016,13,0,0,3089
2491,1,0,5970,0,1000,1,0,0,3091
2492,1,1,192246,0,3170,5,500,1,3083
2493,0,1,34103,0,34630,16,0,0,3115
2494,0,0,142152,0,19464,13,0,0,3088
2495,1,0,12713,0,0,0,0,0,3077
2496,1,0,28848,0,0,0,0,0,3069
2497,1,0,10940,0,0,0,0,0,3062
2498,1,0,24372,0,255,1,255,1,3064
2499,1,1,29005,0,90,3,0,0,3060
2500,4,0,215155,0,57130,15,0,0,3069
2501,3,1,30062,5368,7373,10,4373,8,3057
2502,1,0,13117,0,1972,3,0,0,3027
2503,0,1,86341,0,20991,16,0,0,3053
2504,1,1,142810,0,8000,4,0,0,3049
2505,0,1,8399,0,21136,13,0,0,3052
2506,0,0,120622,0,25675,14,500,1,3040
2507,0,0,86150,0,7600,34,100,1,3011
2508,0,1,14079,0,6503,16,0,0,2999
2509,0,1,10036,0,13959,16,0,0,3030
2510,1,1,80737,0,2845,5,150,1,3028
2511,0,0,25435,0,7147,32,0,0,3027
2512,1,1,241165,0,1700,3,200,2,3000
2513,4,0,85826,0,33678,29,0,0,3026
2514,0,1,654,0,14967,10,0,0,3022
2515,1,0,11525,0,0,0,0,0,3008
2516,1,0,40204,0,850,3,350,2,3006
2517,1,0,22963,0,0,0,0,0,2998
2518,1,1,47165,0,4545,4,0,0,2992
2519,4,1,103240,0,44627,29,50,1,2993
2520,0,0,61737,0,6789,12,0,0,2921
2521,0,0,25766,0,2548,16,100,2,2973
2522,2,1,147090,0,35511,31,1800,16,2927
2523,1,0,79333,0,1500,3,1500,3,2977
2524,1,0,4923,0,305,2,0,0,2985
2525,4,1,56687,0,48989,28,0,0,2973
2526,4,0,326704,0,37408,19,0,0,2962
2527,0,0,45149,0,21292,10,0,0,2949
2528,1,1,57477,0,2607,4,0,0,3038
2529,1,0,48265,0,1000,1,0,0,2951
2530,0,0,34249,0,4100,12,0,0,2951
2531,4,0,210491,0,48287,18,0,0,2958
2532,0,1,25671,0,10513,12,0,0,2945
2533,0,1,191583,0,25675,18,0,0,2950
2534,0,1,90332,0,12845,25,0,0,2927
2535,0,1,53532,0,30808,18,0,0,2927
2536,1,0,71507,0,3750,6,0,0,2934
2537,1,0,35196,0,0,0,0,0,2922
2538,1,0,30034,0,15816,6,0,0,2908
2539,4,1,47787,0,47223,21,450,1,2921
2540,1,0,46967,0,2000,9,0,0,2888
2541,0,1,103615,0,13668,15,1300,11,2896
2542,1,0,5110,0,0,0,0,0,2901
2543,4,0,128927,0,61165,14,0,0,2882
2544,1,0,5000,0,5000,1,0,0,2893
2545,0,0,126701,0,20636,15,0,0,2878
2546,1,0,34855,0,230,3,0,0,2882
2547,1,0,34464,0,5312,5,0,0,2886
2548,0,1,86638,0,45861,13,0,0,2867
2549,4,1,140398,0,118013,26,1100,4,2972
2550,1,0,65812,0,185,2,0,0,2854
2551,0,0,34177,1754,7072,16,350,1,2867
2552,0,0,58195,0,24808,13,0,0,2838
2553,0,1,34781,0,11270,12,0,0,2859
2554,0,1,22457,0,17579,15,0,0,2858
2555,1,0,19996,0,500,1,0,0,3217
2556,1,0,26256,0,2000,9,0,0,2847
2557,1,1,42966,0,7734,6,0,0,2840
2558,1,0,3129,0,0,0,0,0,2840
2559,3,0,138008,5368,34178,14,200,1,2962
2560,1,1,9611,0,2250,3,0,0,2845
2561,0,1,40702,0,39897,14,0,0,2826
2562,0,0,105579,0,16332,12,0,0,2830
2563,1,0,46654,0,3215,6,0,0,2830
2564,0,1,518960,0,15700,8,200,1,2819
2565,0,0,39715,0,17388,12,0,0,2826
2566,1,0,199,0,0,0,0,0,2822
2567,0,1,6345,0,7719,18,0,0,2805
2568,1,0,72598,0,6090,8,1100,1,2804
2569,1,0,59805,0,2900,7,1700,5,2802
2570,1,1,10307,0,0,0,0,0,2808
2571,1,0,37997,0,11073,5,0,0,2805
2572,0,0,102083,0,12978,14,150,2,2780
2573,0,1,104632,0,26700,10,1200,7,2791
2574,1,0,18260,0,500,1,0,0,2780
2575,1,0,28484,0,350,3,0,0,2782
2576,1,0,29105,0,5000,1,0,0,2774
2577,1,0,49560,0,0,0,0,0,2770
2578,1,0,29346,0,150,1,150,1,2773
2579,0,0,75288,0,36866,20,0,0,2774
2580,1,0,42366,0,6293,9,0,0,2770
2581,1,0,151336,651,11400,6,1000,4,2742
2582,1,0,48363,0,790,3,0,0,2766
2583,0,1,11529,0,15738,15,0,0,2768
2584,1,0,61956,0,17500,2,0,0,2755
2585,0,1,15378,0,25236,9,736,3,2741
2586,1,1,85346,0,2835,3,0,0,2748
2587,0,0,215946,0,2125,10,0,0,2740
2588,0,0,66539,0,27894,17,0,0,2741
2589,0,1,97131,0,33324,19,1500,3,2727
2590,1,0,14513,0,0,0,0,0,2731
2591,0,0,211773,0,23256,30,0,0,2675
2592,0,0,45742,0,7625,23,250,1,2712
2593,0,1,39862,0,14152,18,350,2,2727
2594,4,1,75132,0,53001,23,400,3,2720
2595,0,0,91296,0,19057,16,0,0,2712
2596,1,0,117290,0,1754,8,0,0,2717
2597,1,0,75556,0,2790,6,0,0,2712
2598,1,0,5103,0,5103,2,0,0,2697
2599,1,1,10747,0,990,4,500,1,2697
2600,0,1,31789,0,10220,17,0,0,2699
2601,1,0,59515,0,3170,5,0,0,2705
2602,1,0,86913,0,23705,6,0,0,2691
2603,0,1,49129,0,16921,18,500,1,2692
2604,4,1,135408,0,62224,15,607,1,2697
2605,3,0,41152,10074,3250,19,0,0,2669
2606,0,0,145750,0,10986,12,0,0,2531
2607,0,1,7041,0,1747,12,0,0,2718
2608,4,0,273442,0,54625,35,2850,7,2676
2609,0,0,44514,0,3577,13,0,0,2657
2610,1,1,96490,0,2000,1,0,0,2665
2611,3,1,45050,2900,4875,10,500,1,2669
2612,4,1,91048,0,51580,20,100,1,2669
2613,1,0,20352,0,1900,5,500,1,2658
2614,0,1,34294,0,17683,14,0,0,2661
2615,4,1,59696,2586,63827,22,500,1,2654
2616,1,0,106155,0,0,0,0,0,2657
2617,0,0,29244,0,6252,13,0,0,2650
2618,1,0,27592,0,335,3,0,0,2633
2619,1,0,16128,0,475,3,0,0,2643
2620,0,1,51353,0,8114,16,2004,10,2637
2621,0,1,235422,0,30208,14,0,0,2629
2622,1,0,7456,0,0,0,0,0,2635
2623,0,0,33604,0,13619,16,0,0,2633
2624,1,0,24803,0,0,0,0,0,2623
2625,1,1,58411,0,2500,1,0,0,2619
2626,1,0,3273,0,500,1,0,0,2749
2627,1,0,28480,0,2644,6,0,0,2628
2628,0,0,46706,0,3344,16,0,0,2609
2629,1,0,102230,0,3406,5,500,1,2620
2630,1,0,12096,0,50,1,50,1,2607
2631,0,0,118487,0,3388,14,0,0,2592
2632,1,0,20518,0,5580,10,0,0,2600
2633,1,1,6280,0,1220,6,200,2,2578
2634,1,0,11700,0,0,0,0,0,2585
2635,1,1,391,0,9000,1,0,0,2581
2636,1,0,78305,733,130,3,0,0,2580
2637,1,1,145214,1692,3500,4,500,1,2560
2638,4,0,137760,0,64949,13,0,0,2580
2639,4,0,88563,0,42410,27,0,0,2567
2640,1,0,25748,0,0,0,0,0,2566
2641,0,0,27102,0,27102,9,0,0,2563
2642,0,1,25824,0,17760,20,750,2,2559
2643,1,0,23054,0,400,3,300,2,2553
2644,0,1,29150,0,13952,14,0,0,2544
2645,0,1,37529,0,25706,14,0,0,2558
2646,0,1,7515,0,13681,18,0,0,2552
2647,0,1,194576,0,41315,16,550,1,2539
2648,0,0,24265,0,1854,12,0,0,2550
2649,1,0,16773,0,140,2,0,0,2525
2650,1,1,5432,0,1000,2,1000,2,2535
2651,4,1,110480,0,44191,22,500,1,2539
2652,0,0,86273,0,35304,15,500,1,2523
2653,0,1,20674,0,16876,22,0,0,2528
2654,0,0,8335,0,3750,16,0,0,2522
2655,1,0,40893,0,1130,3,0,0,2518
2656,2,1,644881,2600,14350,28,10850,26,2511
2657,0,0,61081,0,37682,21,2000,4,2509
2658,1,0,27438,0,2528,6,2528,6,2490
2659,1,1,14748,0,2210,7,0,0,2497
2660,0,0,49514,0,4500,22,0,0,2569
2661,1,1,7457,0,17131,5,0,0,2496
2662,0,0,97193,0,13338,12,0,0,2502
2663,1,0,68456,0,6317,5,0,0,2488
2664,0,0,123842,0,24295,14,0,0,2500
2665,4,1,61285,0,55027,22,0,0,2412
2666,1,0,20157,0,1450,3,150,1,2455
2667,0,0,41073,0,13993,20,0,0,2493
2668,0,0,21784,0,6208,14,0,0,2483
2669,1,0,12868,0,1875,8,0,0,2483
2670,0,1,147862,0,44783,14,0,0,2426
2671,0,1,11836,0,5075,14,350,1,2479
2672,2,1,25681,1526,14941,20,2963,16,2468
2673,3,1,282784,3508,19314,17,3100,7,2460
2674,4,0,59704,0,57404,14,0,0,2440
2675,0,0,75279,0,5375,21,0,0,2459
2676,0,0,66681,0,4478,16,3504,12,2465
2677,0,0,72085,0,20310,12,150,1,2462
2678,1,0,2039,0,0,0,0,0,2451
2679,1,0,2214,0,0,0,0,0,2448
2680,1,0,16208,0,0,0,0,0,2451
2681,1,0,25829,0,1375,4,0,0,2444
2682,1,1,83217,0,3679,4,0,0,2447
2683,0,1,9520,0,12515,13,0,0,2438
2684,0,1,103215,0,16726,14,0,0,2427
2685,0,0,62629,0,36986,14,0,0,2438
2686,0,0,45603,0,5964,13,0,0,2432
2687,0,0,44792,0,9463,16,0,0,2430
2688,1,0,97535,0,0,0,0,0,2418
2689,0,1,60085,0,14714,17,0,0,2404
2690,0,1,76938,0,23503,13,0,0,2422
2691,0,1,2562,0,9075,11,1050,3,2412
2692,1,0,7685,0,500,4,0,0,2406
2693,4,0,102942,0,56780,18,0,0,2405
2694,1,1,7029,0,495,3,0,0,2565
2695,1,0,2119,0,0,0,0,0,2399
2696,2,1,207311,0,31000,37,12000,24,2395
2697,0,0,77753,0,12483,13,0,0,2377
2698,1,0,171637,0,4300,8,2800,7,2364
2699,0,0,35243,0,10046,15,1500,3,2356
2700,0,0,46186,0,9744,14,0,0,2364
2701,0,0,54810,0,19665,21,0,0,2368
2702,1,0,25637,0,445,3,0,0,2367
2703,1,0,35088,0,320,2,0,0,2362
2704,0,0,73899,0,2745,14,500,1,2362
2705,1,0,81171,0,3700,4,100,1,2348
2706,1,0,39418,0,700,3,200,2,2343
2707,1,1,62124,0,0,0,0,0,2355
2708,1,1,14134,0,2125,9,0,0,2312
2709,2,1,405499,1000,72318,46,9729,29,2329
2710,1,0,20353,0,1729,5,0,0,2298
2711,0,1,93154,0,30752,21,0,0,2333
2712,1,0,9492,0,781,6,250,1,2320
2713,1,0,18369,0,800,4,700,3,2327
2714,1,1,32824,0,1660,5,100,1,2339
2715,4,1,109416,0,73665,39,2200,5,2327
2716,0,1,28312,0,1726,13,0,0,2335
2717,0,0,78462,0,20291,14,0,0,2311
2718,1,1,32740,0,10722,4,0,0,2315
2719,1,0,57293,0,1000,1,0,0,2319
2720,0,0,174743,0,27460,12,0,0,2326
2721,1,1,59486,0,3517,4,0,0,2315
2722,0,1,211355,0,11238,12,0,0,2294
2723,0,0,56805,0,16617,17,0,0,2307
2724,1,0,278258,0,1000,1,0,0,2298
2725,0,1,18545,0,25053,22,0,0,2304
2726,0,1,5570,0,9094,26,0,0,2287
2727,0,1,44690,0,24779,15,1000,2,2297
2728,4,1,127835,0,52700,21,0,0,2301
2729,0,1,32540,0,44283,17,100,1,2297
2730,0,0,54396,629,34007,16,0,0,2283
2731,4,0,162840,0,57382,15,0,0,2277
2732,0,1,109441,0,6500,10,4000,8,2237
2733,1,0,7369,0,0,0,0,0,2277
2734,1,0,16378,0,0,0,0,0,2272
2735,1,0,39859,0,3675,8,0,0,2272
2736,0,0,44214,0,24928,13,0,0,2259
2737,0,1,73102,0,18156,20,0,0,2272
2738,0,1,3552,0,10597,17,0,0,2264
2739,0,0,71593,0,22666,17,0,0,2266
2740,4,1,74072,0,50272,39,0,0,2264
2741,0,0,42970,0,7889,14,0,0,2256
2742,0,1,23385,0,18303,15,150,1,2248
2743,0,0,51176,0,40397,16,0,0,2243
2744,1,0,12426,0,0,0,0,0,2238
2745,1,0,10062,0,2000,9,0,0,2242
2746,1,0,34790,0,0,0,0,0,2272
2747,0,0,95759,0,9198,12,6195,8,2231
2748,0,0,51592,0,18678,9,0,0,2230
2749,1,0,23294,0,420,4,0,0,2228
2750,0,0,33398,0,14086,15,0,0,2223
2751,2,1,229576,0,9030,19,9000,18,2217
2752,0,1,60250,0,43071,12,0,0,2214
2753,0,1,81871,0,23068,20,0,0,2222
2754,1,1,259529,0,700,3,200,2,2210
2755,1,0,430,0,220,1,0,0,2196
2756,1,0,75949,0,952,4,0,0,2195
2757,0,0,44206,0,22598,14,500,1,2247
2758,1,1,125274,0,3150,4,550,2,2194
2759,0,0,104670,0,3993,12,0,0,2202
2760,0,1,282971,0,5780,16,300,3,2192
2761,0,1,28731,0,29782,11,0,0,2182
2762,0,0,16965,1651,2475,13,0,0,2182
2763,1,0,50658,1674,1600,3,500,1,2174
2764,4,1,124681,0,23392,39,2287,5,2173
2765,0,0,74352,0,17868,15,0,0,2188
2766,0,1,70308,0,41704,19,0,0,2186
2767,0,0,98722,0,18012,19,50,1,2178
2768,1,0,79020,0,3422,10,0,0,2179
2769,1,0,28335,0,400,3,0,0,2161
2770,1,0,22011,0,0,0,0,0,2167
2771,0,0,49436,0,33836,13,0,0,2167
2772,1,1,145072,0,15000,4,0,0,2152
2773,0,1,8992,0,9113,11,0,0,2145
2774,0,0,72497,0,24279,13,0,0,2161
2775,2,1,187999,0,52429,49,4550,24,2184
2776,1,0,62335,0,500,1,0,0,2147
2777,1,0,41556,0,26682,4,0,0,2131
2778,0,0,15436,0,6147,13,0,0,2138
2779,0,0,109618,0,14159,11,0,0,2138
2780,0,0,182228,0,41048,12,0,0,2139
2781,1,0,1000,0,0,0,0,0,2126
2782,0,0,36699,0,2500,13,0,0,2119
2783,4,1,135828,0,34495,28,450,2,2142
2784,0,0,39098,0,18992,14,0,0,2129
2785,0,0,20713,0,13421,12,400,1,2104
2786,1,0,18959,0,0,0,0,0,2115
2787,1,0,28010,0,150,3,0,0,2115
2788,1,0,148976,0,2650,3,650,2,2108
2789,2,1,126680,0,18248,39,4723,31,2108
2790,1,0,664,0,0,0,0,0,2108
2791,0,1,18533,0,27904,14,0,0,2102
2792,0,1,202168,0,12463,18,0,0,2098
2793,1,0,4653,2433,0,0,0,0,2094
2794,0,1,37839,0,11512,16,0,0,2084
2795,0,0,29196,0,7011,15,0,0,2082
2796,1,0,38378,0,1600,4,600,3,2091
2797,0,0,66716,0,22571,16,200,1,2082
2798,1,0,7500,0,0,0,0,0,2084
2799,1,0,47992,0,645,4,450,1,2073
2800,1,0,85823,0,0,0,0,0,2074
2801,1,1,32323,0,1250,3,0,0,2074
2802,4,1,87633,0,69237,37,4050,9,2068
2803,1,1,104523,0,4000,2,0,0,2073
2804,1,0,60856,0,17332,8,0,0,2076
2805,0,0,15526,0,2750,15,0,0,2063
2806,0,1,83781,0,35151,22,200,1,2066
2807,1,0,17681,0,500,1,0,0,2059
2808,0,0,76909,0,18405,12,0,0,2066
2809,1,0,22084,0,2773,10,0,0,2054
2810,0,0,50783,0,11595,15,0,0,2060
2811,0,0,43220,0,4985,20,100,1,2041
2812,1,0,41275,0,0,0,0,0,2035
2813,0,1,13738,0,6485,18,900,5,2042
2814,1,0,32270,0,0,0,0,0,2040
2815,4,1,22053,0,39810,27,0,0,2042
2816,0,0,32708,0,11556,13,0,0,2035
2817,1,1,7108,0,5598,8,2500,5,2026
2818,1,0,47056,0,0,0,0,0,2031
2819,0,1,112197,0,32108,16,0,0,2013
2820,0,1,106757,0,51234,13,0,0,2013
2821,4,0,105294,0,56281,26,850,5,2021
2822,0,0,180481,1249,18315,25,3100,7,2019
2823,1,1,169139,0,9500,5,0,0,2019
2824,0,0,92406,0,9402,26,750,2,1999
2825,1,0,41150,0,0,0,0,0,2000
2826,1,0,3831,0,2,4,0,0,2013
2827,1,0,48014,0,0,0,0,0,2005
2828,1,0,19078,0,200,1,200,1,1999
2829,0,1,3965,0,8228,12,0,0,2003
2830,1,0,37965,0,2250,5,0,0,1998
2831,4,1,69884,0,89360,24,450,2,1990
2832,0,0,24557,0,18957,20,0,0,1996
2833,1,0,16733,0,1000,1,0,0,1983
2834,1,0,41824,0,2100,3,0,0,1982
2835,1,1,8188,0,500,1,500,1,1985
2836,0,1,36146,0,4091,10,3091,9,1975
2837,1,0,37331,0,0,0,0,0,1970
2838,1,0,15000,0,15000,1,0,0,1976
2839,4,0,232194,0,46165,17,0,0,1978
2840,4,1,8557,0,200622,5,622,3,1955
2841,1,0,1000,0,1000,1,0,0,1970
2842,0,0,84179,0,22397,19,0,0,1976
2843,0,0,66590,0,1300,13,0,0,1975
2844,0,0,66445,0,22276,13,0,0,1975
2845,0,1,174286,0,11850,18,2100,5,1950
2846,0,0,33951,0,12279,14,0,0,1963
2847,0,0,27204,0,7627,16,0,0,1968
2848,1,1,16442,0,0,0,0,0,1962
2849,0,1,39669,0,31989,14,0,0,1955
2850,1,1,8063,0,18250,5,0,0,1950
2851,1,0,15243,0,675,3,0,0,1944
2852,0,1,17603,2543,7247,14,0,0,1958
2853,4,1,66466,0,86952,22,0,0,1956
2854,4,1,52537,0,49146,19,100,2,1944
2855,1,1,51172,0,500,4,0,0,1939
2856,0,1,56186,0,27538,20,400,4,1926
2857,1,0,18074,0,1625,6,0,0,1765
2858,1,0,31759,0,0,0,0,0,1922
2859,1,0,34007,0,440,2,0,0,1937
2860,1,0,28338,0,90,2,0,0,1936
2861,0,0,28693,0,8229,20,0,0,1937
2862,1,1,15036,0,7917,8,0,0,1935
2863,1,0,26797,0,0,0,0,0,1928
2864,0,1,79192,0,14404,21,150,1,2080
2865,0,0,83651,0,14809,18,1997,3,1914
2866,0,1,19128,0,10595,27,0,0,1919
2867,1,0,11245,0,0,0,0,0,1920
2868,0,0,18735,0,4100,19,0,0,1913
2869,0,0,43310,0,11943,14,0,0,1804
2870,1,1,51142,0,5000,3,0,0,1874
2871,0,0,127588,0,11297,11,0,0,1906
2872,1,1,43304,0,3750,4,250,2,1887
2873,1,0,33064,0,300,3,0,0,1895
2874,1,0,10424,0,0,0,0,0,1894
2875,1,0,6517,0,2025,8,0,0,1900
2876,1,0,47160,0,0,0,0,0,1898
2877,0,0,15584,0,2875,16,0,0,1894
2878,1,1,164222,0,7300,5,800,3,1892
2879,1,0,248738,0,500,1,0,0,1888
2880,0,0,25853,0,23163,18,0,0,1886
2881,1,0,113183,0,4200,8,600,5,1865
2882,4,0,153664,0,55567,17,0,0,1881
2883,0,0,21285,0,2375,12,0,0,1879
2884,0,0,70353,0,2986,15,150,2,1879
2885,0,0,39728,0,16359,11,0,0,1860
2886,1,0,28294,0,0,0,0,0,1865
2887,0,0,109505,0,15766,23,0,0,1867
2888,2,1,78317,0,34282,35,2537,11,1859
2889,0,1,20969,0,40234,13,150,1,1831
2890,0,0,36398,0,9704,22,0,0,1858
2891,3,1,166199,6168,10550,5,50,1,1851
2892,4,1,147770,0,64517,31,450,4,1831
2893,1,0,16875,0,500,1,0,0,1838
2894,1,0,17060,0,0,0,0,0,1836
2895,4,1,44101,0,57114,19,0,0,1829
2896,1,1,142729,0,0,0,0,0,1823
2897,0,1,23578,0,16366,17,500,1,1830
2898,1,0,19881,0,800,4,800,4,1822
2899,0,1,62960,0,50255,10,0,0,1824
2900,1,0,16685,0,400,2,0,0,1817
2901,1,1,33405,0,1600,3,0,0,1808
2902,0,0,37211,0,23007,18,0,0,1817
2903,2,0,2900,0,2900,29,2900,29,1804
2904,0,0,99226,0,5796,12,0,0,1811
2905,0,1,31899,0,29816,20,500,1,1804
2906,1,0,17769,0,5165,10,0,0,1807
2907,1,0,50212,0,1507,7,500,1,1801
2908,1,0,32125,0,1010,4,500,2,1795
2909,1,0,12120,0,1000,1,0,0,1802
2910,0,0,82352,0,5760,18,0,0,1797
2911,1,0,6286,0,230,3,0,0,1788
2912,1,0,17326,0,0,0,0,0,1787
2913,0,1,32234,0,17001,13,0,0,1780
2914,0,1,60386,2738,24356,14,1565,1,1785
2915,0,0,56174,0,6589,15,0,0,1768
2916,0,0,81144,0,34664,17,0,0,1769
2917,0,0,51737,0,3119,19,0,0,1774
2918,0,0,95537,0,29226,17,150,1,1774
2919,1,1,36311,0,100,1,100,1,1766
2920,0,0,23518,0,11843,13,0,0,1768
2921,0,0,34042,0,3463,14,250,1,1761
2922,1,1,19591,0,4437,8,0,0,1772
2923,0,0,46455,0,6817,11,0,0,1763
2924,0,0,89413,0,24667,21,0,0,1767
2925,4,0,169546,0,68315,24,600,2,1761
2926,1,0,17135,0,60,2,0,0,1747
2927,0,0,72253,0,29227,16,0,0,1752
2928,1,0,8344,0,1500,2,500,1,1753
2929,0,0,52718,0,11540,11,0,0,1755
2930,0,0,23933,0,10144,15,0,0,1804
2931,1,0,179207,0,7041,6,0,0,3169
2932,0,0,76177,0,31922,16,0,0,3057
2933,0,1,11472,0,9068,14,0,0,3290
2934,4,0,131635,0,60315,9,0,0,2756
2935,0,0,124027,0,8698,12,0,0,2952
2936,1,0,15138,0,140,3,0,0,2993
2937,1,0,43229,0,5000,1,0,0,2644
2938,4,1,310226,0,61894,28,1700,9,2900
2939,1,0,27043,0,0,0,0,0,2814
2940,1,0,55381,0,0,0,0,0,3600
2941,0,0,53983,0,24862,13,0,0,3512
