,clust,Total Revenue,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges
132,4,1597.66,Q3,Yes,1.0,13,None,Yes,31.7,Yes,Cable,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65,412.09999999999997
133,0,557.88,Q3,Yes,1.0,7,None,Yes,8.92,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,62.44
134,0,222.39,Q3,No,0.0,2,None,Yes,21.57,Yes,Fiber Optic,28.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,179.25,43.14
135,0,134.91,Q3,No,0.0,1,None,Yes,43.61,No,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,91.3,43.61
136,0,559.67,Q3,Yes,1.0,7,None,Yes,16.05,No,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.1,467.55,112.35000000000001
137,4,8259.33,Q3,Yes,1.0,57,None,Yes,49.91,Yes,Fiber Optic,21.0,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,5427.05,2844.87
138,4,118.15,Q3,Yes,4.0,1,None,Yes,17.35,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,100.8,17.35
139,0,1251.25,Q3,Yes,2.0,17,None,Yes,1.05,No,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1233.4,17.85
140,0,276.09,Q3,No,0.0,3,None,Yes,18.38,No,Fiber Optic,20.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,220.95,55.14
141,4,8726.91,Q3,Yes,1.0,66,Offer A,Yes,28.86,Yes,Fiber Optic,25.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,6822.15,1904.76
142,1,10690.92,Q3,Yes,1.0,69,Offer A,Yes,48.88,Yes,Fiber Optic,4.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,7318.2,2871.9325
143,0,2030.25,Q3,Yes,2.0,15,None,Yes,44.13,Yes,Fiber Optic,3.0,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,1258.3,661.95
144,4,7447.129999999999,Q3,No,0.0,56,None,Yes,34.58,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,5510.65,1936.48
145,0,2417.9,Q3,No,0.0,21,None,Yes,21.15,Yes,Fiber Optic,9.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,444.15
146,0,118.12,Q3,No,0.0,1,None,Yes,47.97,No,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,70.15,47.97
147,4,3774.19,Q3,Yes,3.0,32,None,Yes,7.92,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,253.44
148,4,5620.45,Q3,Yes,1.0,40,None,Yes,49.5,Yes,Fiber Optic,20.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.55,3640.45,1980.0
149,3,47.5,Q3,No,0.0,2,None,No,0.0,No,DSL,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.45,47.5,0.0
150,0,823.52,Q3,No,0.0,7,None,Yes,39.51,Yes,Fiber Optic,13.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,276.57
151,4,4406.81,Q3,No,0.0,31,None,Yes,39.36,Yes,Fiber Optic,4.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,3186.65,1220.16
152,4,1950.8400000000001,Q3,No,0.0,14,None,Yes,29.96,Yes,Fiber Optic,7.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.85,1531.4,419.44
153,0,1443.5400000000002,Q3,No,0.0,15,None,Yes,23.53,Yes,Fiber Optic,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,1133.9,352.95000000000005
154,4,6202.639999999999,Q3,No,0.0,59,None,Yes,10.78,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,5574.75,636.02
155,4,6753.619999999999,Q3,Yes,3.0,46,None,Yes,49.11,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.7,4541.2,2259.06
156,0,3073.2200000000003,Q3,No,0.0,25,None,Yes,36.36,Yes,Fiber Optic,6.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.7,2187.55,909.0
157,0,2047.76,Q3,No,0.0,16,None,Yes,32.11,Yes,Fiber Optic,14.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4,1581.2,513.76
158,0,190.7,Q3,No,0.0,1,None,Yes,41.2,No,Fiber Optic,15.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.5,69.5,41.2
159,4,4016.19,Q3,Yes,1.0,36,None,Yes,24.54,Yes,Fiber Optic,5.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.25,3132.75,883.4399999999999
160,3,3271.65,Q3,No,0.0,45,None,Yes,10.67,No,DSL,17.0,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,62.7,2791.5,480.15
161,4,3813.75,Q3,No,0.0,25,Offer C,Yes,46.34,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,1158.5
162,0,5544.32,Q3,No,0.0,39,Offer C,Yes,41.93,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.65,3759.05,1635.27
163,4,4397.75,Q3,Yes,1.0,31,Offer C,Yes,47.95,No,Fiber Optic,21.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,1486.45
164,0,322.55,Q3,No,0.0,3,None,Yes,30.25,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,231.8,90.75
165,0,103.59,Q3,No,0.0,1,None,Yes,33.84,No,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,69.75,33.84
166,4,4294.37,Q3,No,0.0,33,Offer C,Yes,17.24,Yes,Fiber Optic,25.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,110.45,3655.45,568.92
167,4,965.8900000000001,Q3,Yes,1.0,7,None,Yes,42.92,Yes,Fiber Optic,2.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,300.44
168,0,1790.5700000000002,Q3,No,0.0,19,None,Yes,16.78,Yes,Fiber Optic,15.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,1471.75,318.82000000000005
169,0,799.37,Q3,Yes,2.0,8,None,Yes,26.99,No,Fiber Optic,2.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.45,583.45,215.92
170,0,1401.9599999999998,Q3,No,0.0,13,Offer D,Yes,7.22,Yes,Fiber Optic,28.0,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,93.86
171,0,868.65,Q3,No,0.0,10,Offer D,Yes,7.51,No,Fiber Optic,18.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,793.55,75.1
172,0,706.3,Q3,No,0.0,5,None,Yes,45.72,No,Fiber Optic,6.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,228.6
173,0,124.83,Q3,No,0.0,1,None,Yes,38.78,Yes,Fiber Optic,23.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,38.78
174,3,329.8,Q3,No,0.0,10,Offer D,No,0.0,No,DSL,4.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,0.0
175,3,4478.16,Q3,Yes,1.0,53,None,Yes,21.67,Yes,Cable,6.0,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,1148.51
176,0,1596.17,Q3,Yes,1.0,16,Offer D,Yes,26.12,No,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.3,1178.25,417.92
177,0,747.6899999999999,Q3,No,0.0,9,None,Yes,17.56,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,622.9,158.04
178,4,4710.14,Q3,Yes,1.0,32,Offer C,Yes,43.51,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,1392.32
179,0,121.76,Q3,Yes,1.0,1,None,Yes,17.36,Yes,Fiber Optic,29.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,17.36
180,0,679.97,Q3,No,0.0,8,None,Yes,14.89,No,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,560.85,119.12
181,0,1378.7,Q3,Yes,1.0,12,Offer D,Yes,30.63,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,1060.2,367.56
182,0,397.49999999999994,Q3,Yes,1.0,4,None,Yes,18.91,Yes,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.6,347.65,75.64
183,4,8307.76,Q3,Yes,1.0,70,None,Yes,17.45,Yes,Fiber Optic,20.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,7101.5,1221.5
184,0,99.64,Q3,No,0.0,1,None,Yes,28.64,No,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,28.64
185,0,4548.91,Q3,Yes,1.0,47,None,Yes,26.95,No,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,3309.25,1266.6499999999999
186,0,106.55,Q3,Yes,1.0,1,None,Yes,37.3,No,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,37.3
187,3,1408.73,Q3,No,0.0,12,Offer D,Yes,28.63,No,Cable,7.0,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,83.8,1029.75,343.56
188,3,2834.3900000000003,Q3,No,0.0,53,None,No,0.0,No,DSL,25.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,2854.55,0.0
189,4,5175.38,Q3,No,0.0,41,None,Yes,22.56,Yes,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4259.3,924.9599999999999
190,0,330.77,Q3,No,0.0,5,None,Yes,2.27,No,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,331.9,11.35
191,4,7373.82,Q3,Yes,1.0,69,None,Yes,16.34,Yes,Fiber Optic,4.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.95,6143.15,1127.46
192,0,1225.94,Q3,No,0.0,14,Offer D,Yes,16.32,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1036.75,228.48000000000002
193,0,3295.68,Q3,No,0.0,32,Offer C,Yes,33.22,No,Fiber Optic,9.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,2276.95,1063.04
194,0,3674.85,Q3,Yes,1.0,50,None,Yes,4.6,No,Cable,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,229.99999999999997
195,3,78.65,Q3,No,0.0,2,None,No,0.0,No,DSL,13.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.4,78.65,0.0
196,4,2888.76,Q3,No,0.0,23,None,Yes,17.62,Yes,Fiber Optic,29.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,2483.5,405.26000000000005
197,0,198.42999999999998,Q3,No,0.0,2,Offer E,Yes,5.49,Yes,Fiber Optic,25.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,10.98
198,0,2552.05,Q3,Yes,1.0,30,Offer C,Yes,6.23,No,Fiber Optic,4.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,2365.15,186.9
199,2,42.370000000000005,Q3,No,0.0,1,None,Yes,22.92,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,19.45,22.92
200,0,4195.0,Q3,No,0.0,32,Offer C,Yes,48.95,Yes,Fiber Optic,9.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,2628.6,1566.4
201,3,1613.1799999999998,Q3,No,0.0,16,None,Yes,36.83,No,DSL,16.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,1023.9,589.28
202,4,5535.07,Q3,No,0.0,38,Offer C,Yes,47.39,Yes,Fiber Optic,2.0,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,1800.82
203,0,206.17000000000002,Q3,No,0.0,2,Offer E,Yes,12.96,No,Fiber Optic,20.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,180.25,25.92
204,0,1490.7,Q3,Yes,1.0,17,None,Yes,9.5,No,Fiber Optic,16.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,81.5,1329.2,161.5
205,3,93.7,Q3,Yes,1.0,3,Offer E,No,0.0,No,DSL,20.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0
206,3,25.05,Q3,No,0.0,1,Offer E,No,0.0,No,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,25.05,0.0
207,3,2342.2,Q3,Yes,1.0,43,Offer B,No,0.0,No,DSL,21.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.55,2342.2,0.0
208,0,1321.65,Q3,Yes,2.0,10,None,Yes,46.5,Yes,Cable,4.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.65,856.65,465.0
209,4,5605.2,Q3,No,0.0,37,Offer C,Yes,41.85,Yes,Fiber Optic,2.0,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.75,4056.75,1548.45
210,4,1800.55,Q3,Yes,1.0,12,None,Yes,48.5,Yes,Fiber Optic,4.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1218.55,582.0
211,0,4782.55,Q3,No,0.0,35,Offer C,Yes,35.1,Yes,Fiber Optic,29.0,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.45,3474.05,1228.5
212,0,115.39999999999999,Q3,No,0.0,1,Offer E,Yes,45.8,No,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,45.8
213,0,96.82000000000001,Q3,No,0.0,1,Offer E,Yes,18.37,No,Fiber Optic,13.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.45,78.45,18.37
214,0,878.69,Q3,No,0.0,9,Offer E,Yes,12.91,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,762.5,116.19
215,3,2715.85,Q3,No,0.0,38,Offer C,Yes,5.75,No,Cable,30.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.15,2497.35,218.5
216,4,5907.29,Q3,No,0.0,51,Offer B,Yes,19.49,Yes,Fiber Optic,11.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,97.8,4913.3,993.9899999999999
217,0,655.2,Q3,No,0.0,5,None,Yes,41.83,Yes,Fiber Optic,25.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.15,446.05,209.14999999999998
218,0,205.32,Q3,No,0.0,2,None,Yes,23.46,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.45,158.4,46.92
219,3,155.68,Q3,No,0.0,2,None,Yes,25.74,No,DSL,6.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.85,104.2,51.48
220,0,99.99,Q3,Yes,1.0,1,None,Yes,4.89,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,95.1,4.89
221,4,5970.219999999999,Q3,Yes,1.0,53,Offer B,Yes,7.94,Yes,Fiber Optic,6.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,5549.4,420.82
222,4,5880.09,Q3,Yes,1.0,51,Offer B,Yes,22.14,Yes,Fiber Optic,30.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,1129.14
223,4,8124.11,Q3,No,0.0,72,None,Yes,6.03,Yes,Fiber Optic,2.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.15,7689.95,434.16
224,0,472.7,Q3,No,0.0,5,None,Yes,4.59,No,Fiber Optic,11.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,449.75,22.95
225,0,103.83999999999999,Q3,No,0.0,1,None,Yes,28.49,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,28.49
226,0,951.95,Q3,No,0.0,11,None,Yes,4.1,Yes,Fiber Optic,5.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.8,906.85,45.099999999999994
227,4,6516.7,Q3,Yes,1.0,50,Offer B,Yes,31.56,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,4888.7,1578.0
228,3,330.7,Q3,No,0.0,5,None,Yes,18.69,No,DSL,28.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.35,237.25,93.45
229,0,684.4000000000001,Q3,No,0.0,5,None,Yes,36.36,Yes,Fiber Optic,12.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,502.6,181.8
230,0,1015.3399999999999,Q3,No,0.0,9,None,Yes,10.66,Yes,Fiber Optic,15.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.45,919.4,95.94
231,0,135.05,Q3,No,0.0,2,None,Yes,9.55,No,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,115.95,19.1
232,4,6368.63,Q3,Yes,2.0,51,Offer B,Yes,43.58,Yes,Cable,22.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,2222.58
233,4,2833.01,Q3,No,0.0,26,Offer C,Yes,1.26,Yes,Fiber Optic,18.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.75,2710.25,32.76
234,3,810.7,Q3,Yes,1.0,18,None,No,0.0,No,DSL,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.35,810.7,0.0
235,3,73.78999999999999,Q3,Yes,1.0,1,Offer E,Yes,24.24,No,Cable,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,24.24
236,3,128.82,Q3,Yes,1.0,2,Offer E,Yes,6.86,No,DSL,20.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.15,115.1,13.72
237,4,3821.22,Q3,Yes,1.0,29,Offer C,Yes,35.38,Yes,Fiber Optic,21.0,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.9,2745.2,1026.02
238,3,25.25,Q3,No,0.0,1,Offer E,No,0.0,No,DSL,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,25.25,0.0
239,4,4926.610000000001,Q3,Yes,1.0,46,Offer B,Yes,5.36,Yes,Fiber Optic,22.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,4680.05,246.56
240,0,115.9,Q3,No,0.0,1,Offer E,Yes,24.75,No,Fiber Optic,22.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.15,71.15,24.75
241,0,1757.3000000000002,Q3,No,0.0,20,None,Yes,11.82,Yes,Fiber Optic,5.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,1520.9,236.4
242,0,5861.719999999999,Q3,Yes,1.0,46,Offer B,Yes,48.62,No,Fiber Optic,3.0,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,80.4,3605.2,2236.52
243,0,247.13,Q3,No,0.0,2,None,Yes,25.19,Yes,Fiber Optic,14.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,196.75,50.38
244,3,82.02,Q3,No,0.0,1,Offer E,Yes,26.22,No,Cable,22.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.8,55.8,26.22
245,4,5912.21,Q3,No,0.0,41,Offer B,Yes,42.06,Yes,Fiber Optic,21.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.4,4187.75,1724.46
246,1,7286.58,Q3,Yes,1.0,66,None,Yes,30.03,Yes,DSL,15.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.4,5154.6,1981.98
247,4,4885.45,Q3,No,0.0,35,Offer C,Yes,39.69,Yes,Fiber Optic,25.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3496.3,1389.1499999999999
248,0,1083.1,Q3,No,0.0,10,None,Yes,16.88,Yes,Fiber Optic,24.0,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,914.3,168.79999999999998
249,0,3253.7400000000002,Q3,No,0.0,26,Offer C,Yes,34.69,No,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.25,2351.8,901.9399999999999
250,0,1548.33,Q3,No,0.0,18,None,Yes,2.36,Yes,Fiber Optic,21.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,1505.85,42.48
251,0,100.11000000000001,Q3,No,0.0,1,Offer E,Yes,28.46,No,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,28.46
252,0,123.15,Q3,No,0.0,1,Offer E,Yes,48.95,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,74.2,48.95
253,4,5882.15,Q3,Yes,7.5,43,Offer B,Yes,31.25,Yes,Fiber Optic,20.0,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,101.0,4388.4,1343.75
254,4,3018.2,Q3,Yes,3.0,25,Offer C,Yes,33.63,Yes,Fiber Optic,25.0,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.05,2177.45,840.7500000000001
255,4,4034.06,Q3,Yes,1.0,36,None,Yes,16.61,Yes,Fiber Optic,3.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,3436.1,597.96
256,0,120.44999999999999,Q3,Yes,1.0,1,Offer E,Yes,49.6,No,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.85,70.85,49.6
257,4,6381.539999999999,Q3,Yes,1.0,41,Offer B,Yes,45.04,Yes,Cable,29.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,4534.9,1846.6399999999999
258,0,85.28999999999999,Q3,No,0.0,1,None,Yes,16.19,No,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.1,69.1,16.19
259,0,237.47000000000003,Q3,No,0.0,2,Offer E,Yes,43.96,Yes,Fiber Optic,14.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,149.55,87.92
260,4,6303.889999999999,Q3,No,0.0,49,Offer B,Yes,32.36,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,4718.25,1585.6399999999999
261,0,507.56,Q3,No,0.0,6,Offer E,Yes,8.91,No,Fiber Optic,27.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,434.1,53.46
262,0,796.86,Q3,Yes,1.0,7,Offer E,Yes,21.43,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,646.85,150.01
263,0,2313.3,Q3,No,0.0,20,Offer D,Yes,29.29,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.8,1727.5,585.8
264,4,7181.56,Q3,No,0.0,54,Offer B,Yes,33.49,Yes,Fiber Optic,8.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.5,5373.1,1808.46
